scenario,run,transition_s,from_mps,to_mps,offset_s,sample_t_rel_s,cycle_index,velocity_command_requested_mps,velocity_command_shaped_mps,velocity_command_applied_mps,velocity_command_measured_mps,velocity_command_accel_mps2,velocity_command_jerk_mps3,velocity_command_active,velocity_command_gait_period_s,velocity_command_gait_duty,velocity_command_gait_step_length_m,velocity_command_gait_foot_lift_m,kernel_footstep_plan_valid,kernel_velocity_error_x_mps,kernel_touchdown_target_fr_x_m,kernel_touchdown_target_fl_x_m,kernel_touchdown_target_rr_x_m,kernel_touchdown_target_rl_x_m,wbc_full_velocity_target_x_mps,wbc_full_requested_acc_x_mps2,wbc_full_srbd_acc_x_mps2,wbc_full_id_qdd_x_mps2,wbc_full_id_contact_force_x_n,wbc_full_srbd_ok,wbc_full_id_ok,wbc_shadow_solver_ok,wbc_shadow_within_budget,wbc_shadow_task_residual_norm,wbc_shadow_residual_norm,wbc_shadow_active_contacts,wbc_shadow_max_abs_tau,touchdown_event_count,touchdown_x_error_m,touchdown_y_error_m,contact_count,support_foot_count,imu_roll_rad,imu_pitch_rad,world_base_z_m
steps,steps_20260913_130149,16.0,0.0,1.0,0.0,16.000000845,114.0,1.0,1.0,1.0,1.147902738,0.8,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.1529023,0.035456653,0.034681719,0.034681719,0.035456653,0.0,-1.76233412,-1.76233412,-1.136426824,4.172369542,1.0,1.0,1.0,0.0,1.318e-06,1.318e-06,2.0,5.917683223,0.0,0.0,0.0,2.0,0.0,0.022388065,-0.005304841,0.360862158
steps,steps_20260913_130149,16.0,0.0,1.0,0.25,16.250000468,116.0,1.0,1.0,1.0,1.123855716,0.0,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.123855716,0.033797303,0.034646788,0.034646788,0.033797303,0.0,-0.954879154,-0.954879154,-1.312249928,2.469338041,1.0,1.0,1.0,0.0,1.131e-06,1.131e-06,2.0,6.686054624,0.0,0.0,0.0,1.0,0.0,-0.014667876,-0.018200878,0.362306464
steps,steps_20260913_130149,16.0,0.0,1.0,0.5,16.500033553,117.0,1.0,1.0,0.976239773,1.223760227,0.0,0.0,1.0,0.14,0.44,0.155310873,0.049752576,1.0,0.223760227,0.037771162,0.039332771,0.039332771,0.037771162,0.0,-2.352662463,-2.352662463,-2.984709234,-14.038319949,1.0,1.0,1.0,0.0,1.991e-06,1.991e-06,2.0,5.561565531,0.0,0.0,0.0,2.0,0.0,-0.001182866,-0.00516532,0.36030573
steps,steps_20260913_130149,16.0,0.0,1.0,1.0,16.999999247999998,121.0,1.0,1.0,1.0,1.151795235,0.0,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.151795235,0.032110592,0.031390898,0.031390898,0.032110592,0.0,-1.900899154,-1.900899154,-1.086955474,8.139917117,1.0,1.0,1.0,0.0,1.869e-06,1.869e-06,2.0,5.084654609,0.0,0.0,0.0,2.0,0.0,-0.019761536,-0.004049553,0.361989224
steps,steps_20260913_130149,32.0,1.0,2.0,0.0,31.999998675,228.0,1.999999834,1.999999834,1.933508929,2.26649074,0.8,0.0,1.0,0.14,0.44,0.307603693,0.14214394,1.0,0.32002736,0.069641548,0.072002644,0.072002644,0.069641548,1.933508929,-3.329818112,-1.3726308,-2.356224468,0.512800371,1.0,1.0,1.0,0.0,1.131e-06,1.131e-06,2.0,21.055585726,0.0,0.0,0.0,0.0,0.0,0.023627635,-0.01844277,0.366688072
steps,steps_20260913_130149,32.0,1.0,2.0,0.25,32.250003395,230.0,2.0,2.0,1.920208928,2.279791072,0.0,0.0,1.0,0.14,0.44,0.305487784,0.140921654,1.0,0.338916888,0.071681666,0.076427339,0.076427339,0.071681666,1.920208928,-3.595821436,-1.656603503,-1.835809069,19.376923251,1.0,1.0,1.0,0.0,1.701e-06,1.701e-06,2.0,8.296014338,0.0,0.0,0.0,2.0,0.0,0.011574955,-0.031896453,0.359428492
steps,steps_20260913_130149,32.0,1.0,2.0,0.5,32.49999785,232.0,2.0,2.0,1.929271378,2.270728622,0.0,0.0,1.0,0.14,0.44,0.306929537,0.141755234,1.0,0.340861692,0.072942489,0.075464026,0.075464026,0.072942489,1.929271378,-3.414572432,-5.532717248,-3.164204306,-15.657909932,1.0,1.0,1.0,0.0,1.436e-06,1.436e-06,2.0,23.595423651,0.0,0.0,0.0,1.0,0.0,-0.025633072,-0.031295061,0.359848511
steps,steps_20260913_130149,32.0,1.0,2.0,1.0,32.999985557,235.0,2.0,2.0,1.908733798,2.291266202,0.0,0.0,1.0,0.14,0.44,0.303662195,0.139861759,1.0,0.413572584,0.078918666,0.076862374,0.076862374,0.078918666,1.908733798,-3.825324036,-4.122737282,-3.05796806,-20.856277417,1.0,1.0,1.0,0.0,1.362e-06,1.362e-06,2.0,6.402541371,0.0,0.0,0.0,2.0,0.0,-0.002820986,-0.013140051,0.356653492
steps,steps_20260913_130149,48.0,2.0,3.0,0.0,48.000005556,342.0,3.0,3.0,2.766857143,3.355643331,0.8,0.0,1.0,0.14,0.44,0.440181818,0.196564036,1.0,0.588786188,0.110770946,0.111822108,0.111822108,0.110770946,2.766857143,-4.0,-3.719505657,-2.341036477,25.183938912,1.0,1.0,1.0,0.0,2.595e-06,2.595e-06,2.0,8.387252067,0.0,0.0,0.0,2.0,0.0,-0.00087067,0.001185675,0.356084248
steps,steps_20260913_130149,48.0,2.0,3.0,0.25,48.2500032,344.0,3.0,3.0,2.782857143,3.306867345,0.0,0.0,1.0,0.14,0.44,0.442727273,0.19700828,1.0,0.532010202,0.110471159,0.109297817,0.109297817,0.110471159,2.782857143,-4.0,-5.025578323,-2.538308156,0.383968424,1.0,1.0,1.0,0.0,1.894e-06,1.894e-06,2.0,23.21384921,0.0,0.0,0.0,1.0,0.0,-0.030834664,0.038062595,0.349647228
steps,steps_20260913_130149,48.0,2.0,3.0,0.5,48.500005341,346.0,3.0,3.0,2.582857143,3.27171954,0.0,0.0,1.0,0.14,0.44,0.410909091,0.189474808,1.0,0.688862397,0.110014814,0.098620888,0.098620888,0.110014814,2.582857143,-4.0,-2.625228388,-1.646124208,20.613682295,1.0,1.0,1.0,0.0,4.468e-06,4.468e-06,2.0,6.13748294,0.0,0.0,0.0,2.0,0.0,-0.026083337,0.020895816,0.35498176
steps,steps_20260913_130149,48.0,2.0,3.0,1.0,49.000005763,350.0,3.0,3.0,2.582857143,3.003372223,0.0,0.0,1.0,0.14,0.44,0.410909091,0.189474808,1.0,0.42051508,0.095181487,0.100284125,0.100284125,0.095181487,2.582857143,-4.0,-6.694222932,-4.569519394,-42.050882458,1.0,1.0,1.0,0.0,7.6e-08,7.6e-08,4.0,13.619131461,0.0,0.0,0.0,2.0,0.0,-0.002346538,0.01194291,0.353757203
steps,steps_20260913_130149,64.0,3.0,1.0,0.0,63.99802210599999,457.0,1.000494474,1.000494474,1.000494474,1.178109038,-1.2,0.0,1.0,0.14,0.44,0.159169575,0.05189581,1.0,0.173608838,0.037620169,0.03654818,0.03654818,0.037620169,0.0,-1.664313787,-1.664313787,1.740915384,55.972847171,1.0,1.0,1.0,1.0,1.111e-06,1.111e-06,2.0,25.462638135,0.0,0.0,0.0,1.0,0.0,-0.012073645,-0.029139886,0.353979225
steps,steps_20260913_130149,64.0,3.0,1.0,0.25,64.249999364,458.0,1.0,0.82652885,0.82652885,1.082418957,-0.210573792,4.0,1.0,0.14,0.44,0.131493226,0.037178246,1.0,0.19524172,0.040546264,0.036797828,0.036797828,0.040546264,0.0,-2.225805267,-2.225805267,-2.642147909,-23.287005762,1.0,1.0,1.0,0.0,1.788e-06,1.788e-06,2.0,5.80485351,0.0,0.0,0.0,2.0,0.0,0.026336482,-0.003228557,0.354812513
steps,steps_20260913_130149,64.0,3.0,1.0,0.5,64.500017894,460.0,1.0,0.899900195,0.899900195,0.892612961,0.789500328,4.0,1.0,0.14,0.44,0.14316594,0.043191617,1.0,0.051274578,0.029249444,0.024722997,0.024722997,0.029249444,0.0,0.37535825,0.37535825,-0.204805142,23.077624041,1.0,1.0,1.0,0.0,2.2e-06,2.2e-06,2.0,5.988137025,0.0,0.0,0.0,2.0,0.0,-0.000602134,-0.006350325,0.355824524
steps,steps_20260913_130149,64.0,3.0,1.0,1.0,64.999999896,464.0,1.0,1.0,1.0,1.103910023,0.0,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.103910023,0.031856037,0.029532599,0.029532599,0.031856037,0.0,-2.682769485,-2.682769485,-1.325714001,5.76291406,1.0,1.0,1.0,0.0,2.104e-06,2.104e-06,2.0,8.748674044,0.0,0.0,0.0,2.0,0.0,0.052691452,-0.021249752,0.355050714
steps,steps_20260913_130149,80.0,1.0,0.0,0.0,79.999984304,571.0,1.962e-06,1.962e-06,1.962e-06,-0.016270844,-1.2,0.0,1.0,0.14,0.44,3.12e-07,0.0,1.0,-0.023770126,-0.002292124,-0.004301321,-0.004301321,-0.002292124,0.0,0.50470248,0.50470248,-0.40098912,13.268933152,1.0,1.0,1.0,0.0,2.137e-06,2.137e-06,2.0,4.039661004,0.0,0.0,0.0,4.0,0.0,-0.013630695,-0.01532529,0.3657438
steps,steps_20260913_130149,80.0,1.0,0.0,0.25,80.25000288,573.0,0.0,0.0,0.0,0.23577033,-0.208006656,4.0,1.0,0.14,0.44,0.0,0.0,1.0,0.23577033,0.015384228,0.011416345,0.011416345,0.015384228,0.0,3.761135709,3.761135709,0.487926521,26.398505593,1.0,1.0,1.0,0.0,2.815e-06,2.815e-06,2.0,12.782105772,0.0,0.0,0.0,4.0,0.0,0.008613174,-0.014299392,0.368263798
steps,steps_20260913_130149,80.0,1.0,0.0,0.5,80.499999859,574.0,0.0,0.0,0.0,-0.065620424,0.0,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.065620424,0.010650807,0.002450587,0.002450587,0.010650807,0.0,3.761135709,3.761135709,-2.2470988,0.469020073,1.0,1.0,1.0,0.0,3.3764e-05,3.3764e-05,0.0,4.563729226,0.0,0.0,0.0,4.0,0.0,-0.012741631,0.024147863,0.371113632
steps,steps_20260913_130149,80.0,1.0,0.0,1.0,80.999992475,578.0,0.0,0.0,0.0,-0.009510197,0.0,0.0,1.0,0.14,0.44,0.0,0.0,1.0,-0.009510197,0.005590046,-0.000237407,-0.000237407,0.005590046,0.0,2.927571027,2.927571027,-0.490258281,7.281143115,1.0,1.0,1.0,0.0,2.945e-06,2.945e-06,2.0,4.766264038,0.0,0.0,0.0,3.0,0.0,0.004408353,0.029205231,0.372104038
steps,steps_20260913_130415,16.0,0.0,1.0,0.0,15.999993022999998,114.0,0.999999128,0.999999128,0.999999128,1.141726398,0.8,0.0,1.0,0.14,0.44,0.15909077,0.051851774,1.0,0.146476994,0.034846513,0.034021322,0.034021322,0.034846513,0.0,-2.019005365,-2.019005365,-0.106061957,19.924412584,1.0,1.0,1.0,0.0,3.349e-06,3.349e-06,2.0,5.655401736,0.0,0.0,0.0,2.0,0.0,0.020720141,-0.003599613,0.36122429
steps,steps_20260913_130415,16.0,0.0,1.0,0.25,16.249997284,116.0,1.0,1.0,1.0,1.124851811,0.0,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.124851811,0.033975725,0.034720777,0.034720777,0.033975725,0.0,-0.944139088,-0.944139088,-1.2703233,3.165755443,1.0,1.0,1.0,0.0,1.141e-06,1.141e-06,2.0,6.489450717,0.0,0.0,0.0,1.0,0.0,-0.010694107,-0.01764741,0.361666983
steps,steps_20260913_130415,16.0,0.0,1.0,0.5,16.500002104,117.0,1.0,1.0,0.972396136,1.227603864,0.0,0.0,1.0,0.14,0.44,0.154699385,0.049415419,1.0,0.227603864,0.036641419,0.039699389,0.039699389,0.036641419,0.0,-2.820485032,-2.820485032,-3.230715119,-17.068647566,1.0,1.0,1.0,0.0,1.99e-06,1.99e-06,2.0,5.540150061,0.0,0.0,0.0,2.0,0.0,-0.012825713,-0.011115327,0.360375272
steps,steps_20260913_130415,16.0,0.0,1.0,1.0,17.000030988,121.0,1.0,1.0,1.0,1.128179925,0.0,0.0,1.0,0.14,0.44,0.159090909,0.051851852,1.0,0.128179925,0.032306794,0.033180466,0.033180466,0.032306794,0.0,-2.055055459,-2.055055459,-1.359069571,4.274907668,1.0,1.0,1.0,0.0,1.82e-06,1.82e-06,2.0,5.073105449,0.0,0.0,0.0,2.0,0.0,-0.002920921,-0.013325366,0.363637066
steps,steps_20260913_130415,32.0,1.0,2.0,0.0,32.000209278999996,228.0,2.0,2.0,1.915064436,2.284935564,0.8,0.0,1.0,0.14,0.44,0.304669342,0.140447085,1.0,0.349043297,0.070854741,0.073768913,0.073768913,0.070854741,1.915064436,-3.698711286,-0.384194867,-1.978787725,5.52235481,1.0,1.0,1.0,1.0,4.84e-07,4.84e-07,2.0,18.273893201,0.0,0.0,0.0,0.0,0.0,0.02417912,-0.018470217,0.366479992
steps,steps_20260913_130415,32.0,1.0,2.0,0.25,32.250178409,230.0,2.0,2.0,1.904285982,2.295714018,0.0,0.0,1.0,0.14,0.44,0.302954588,0.139449644,1.0,0.364710426,0.07281229,0.079264599,0.079264599,0.07281229,1.904285982,-3.914280362,-2.303597688,-2.163368123,23.243908887,1.0,1.0,1.0,1.0,1.728e-06,1.728e-06,2.0,9.221833617,0.0,0.0,0.0,2.0,0.0,0.01114956,-0.027715608,0.356115777
steps,steps_20260913_130415,32.0,1.0,2.0,0.5,32.500128507,232.0,2.0,2.0,1.909061683,2.290938317,0.0,0.0,1.0,0.14,0.44,0.303714359,0.139892111,1.0,0.378054198,0.07488778,0.075409808,0.075409808,0.07488778,1.909061683,-3.81876634,-4.784238394,-3.619239569,-26.017182595,1.0,1.0,1.0,1.0,1.602e-06,1.602e-06,2.0,20.801232881,0.0,0.0,0.0,1.0,0.0,-0.009951198,-0.022251172,0.358395245
