scenario,run,transition_s,transition_endpoint_s,from_mps,to_mps,offset_s,row_t_rel_s,alignment_abs_error_s,t_rel_s,cmd_time_s,cycle_index,requested_mps,shaped_mps,applied_mps,measured_mps,period_s,duty,schedule_step_m,foot_lift_m,planner_semantic_speed_mps,stance_kinematic_speed_mps,measured_minus_applied_mps,measured_minus_planner_semantic_mps,measured_minus_stance_kinematic_mps,shaped_minus_applied_mps,measured_minus_shaped_mps,tracking_lead_mps,overspeed_mps,kernel_velocity_error_mps,touchdown_target_fr_m,touchdown_target_fl_m,touchdown_target_rr_m,touchdown_target_rl_m,kernel_footstep_plan_valid,wbc_full_velocity_target_mps,wbc_full_requested_acc_mps2,wbc_full_srbd_acc_mps2,wbc_full_id_contact_force_n,wbc_full_srbd_ok,wbc_full_id_ok,wbc_shadow_solver_ok
varying,varying_20260913_131059,8.0,16.0,0.6,1.4,0.5,8.500006758000001,6.75800000138338e-06,8.500006758000001,12.80009124,60.0,0.650000676,0.650000676,0.650000676,0.598248517,0.14,0.44,0.103409198,0.024098194,0.650000673142857,0.7386371285714285,-0.051752158999999964,-0.051752156142857,-0.14038861157142846,0.0,-0.051752158999999964,0.2,-0.051752158999999964,-0.04195057,0.014029133,0.013211198,0.013211198,0.014029133,1.0,0.0,2.113328385,2.113328385,16.427651385,1.0,1.0,1.0
varying,varying_20260913_131059,8.0,16.0,0.6,1.4,1.0,8.99998614,1.3859999999255024e-05,8.99998614,13.300070622,64.0,0.699998614,0.699998614,0.699998614,0.667716955,0.14,0.44,0.111363416,0.027585086,0.6999986148571428,0.7954529714285714,-0.03228165900000002,-0.03228165985714282,-0.12773601642857146,0.0,-0.03228165900000002,0.2,-0.03228165900000002,-0.028482478,0.015486029,0.015170514,0.015170514,0.015486029,1.0,0.0,0.882973029,0.882973029,10.857317276,1.0,1.0,1.0
varying,varying_20260913_131059,24.0,32.0,1.4,2.3,0.0,23.999987955,1.2044999998295225e-05,23.999987955,28.300072437,171.0,1.4,1.4,1.370390242,1.629609758,0.14,0.44,0.218016629,0.08707128,1.3703902394285712,1.5572616357142854,0.2592195159999999,0.2592195185714288,0.07234812228571452,0.029609757999999875,0.22960975800000005,0.2,0.22960975800000005,0.243941428,0.051277978,0.052575068,0.052575068,0.051277978,1.0,1.370390242,-2.592195161,-2.332321166,13.88258481,1.0,1.0,1.0
varying,varying_20260913_131059,24.0,32.0,1.4,2.3,0.25,24.250000367000002,3.670000019440067e-07,24.250000367000002,28.550084849,173.0,1.428125041,1.428125041,1.388915726,1.667334357,0.14,0.44,0.220963865,0.08891188,1.3889157228571427,1.5783133214285714,0.2784186310000001,0.2784186341428574,0.08902103557142871,0.03920931499999991,0.23920931600000017,0.2,0.23920931600000017,0.260715229,0.052374572,0.05132983,0.05132983,0.052374572,1.0,1.388915726,-2.784186312,-2.539638441,-2.484374399,1.0,1.0,1.0
varying,varying_20260913_131059,24.0,32.0,1.4,2.3,0.5,24.499986049,1.395099999967897e-05,24.499986049,28.800070531,174.0,1.456248431,1.456248431,1.428821521,1.68367534,0.14,0.44,0.227312515,0.092887495,1.4288215228571428,1.6236608214285713,0.25485381900000004,0.25485381714285715,0.0600145185714287,0.02742690999999997,0.22742690900000007,0.2,0.22742690900000007,0.242951886,0.050443128,0.052368828,0.052368828,0.050443128,1.0,1.428821521,-2.548538195,-2.835554439,-23.708083886,1.0,1.0,1.0
varying,varying_20260913_131059,24.0,32.0,1.4,2.3,1.0,24.999993916,6.083999998907075e-06,24.999993916,29.300078398,178.0,1.512499316,1.512499316,1.487644526,1.737354105,0.14,0.44,0.23667072,0.098764481,1.4876445257142856,1.6905051428571427,0.24970957900000013,0.24970957928571447,0.04684896214285739,0.024854790000000015,0.2248547890000001,0.2,0.2248547890000001,0.247481492,0.053863204,0.055258454,0.055258454,0.053863204,1.0,1.487644526,-2.497095795,-2.844003367,-2.949900756,1.0,1.0,1.0
varying,varying_20260913_131059,40.0,48.0,2.3,2.8,0.0,40.0000121,1.2099999999293232e-05,40.0000121,44.300096582,285.0,2.300000756,2.300000756,2.172919452,2.627082061,0.14,0.44,0.345691731,0.162777697,2.1729194519999995,2.46922665,0.45416260899999994,0.4541626090000004,0.1578554109999999,0.12708130400000028,0.32708130499999966,0.2,0.32708130499999966,0.444150908,0.085955112,0.086260432,0.086260432,0.085955112,1.0,2.172919452,-4.0,-4.338291886,-24.977523835,1.0,1.0,1.0
varying,varying_20260913_131059,40.0,48.0,2.3,2.8,0.25,40.249988163999994,1.1836000005871483e-05,40.249988163999994,44.550072646,287.0,2.31562426,2.31562426,2.187292989,2.643955531,0.14,0.44,0.34797843,0.163919555,2.187292988571428,2.485560214285714,0.4566625420000001,0.45666254242857196,0.15839531671428597,0.12833127099999997,0.32833127100000015,0.2,0.32833127100000015,0.433545402,0.084399948,0.088414722,0.088414722,0.084399948,1.0,2.187292989,-4.0,0.0,0.728617582,1.0,1.0,1.0
varying,varying_20260913_131059,40.0,48.0,2.3,2.8,0.5,40.499991916999996,8.083000004432961e-06,40.499991916999996,44.800076399,289.0,2.331249495,2.331249495,2.238892011,2.623606979,0.14,0.44,0.356187365,0.167912808,2.2388920085714283,2.544195464285714,0.38471496799999993,0.3847149704285715,0.07941151471428576,0.09235748399999988,0.29235748400000006,0.2,0.29235748400000006,0.376425482,0.082637961,0.089102674,0.089102674,0.082637961,1.0,2.238892011,-3.847149678,-1.85457637,5.13577867,1.0,1.0,1.0
varying,varying_20260913_131059,40.0,48.0,2.3,2.8,1.0,40.99998039,1.9610000002501238e-05,40.99998039,45.300064872,292.0,2.362498774,2.362498774,2.266628413,2.658369136,0.14,0.44,0.360599975,0.169987846,2.266628414285714,2.575714107142857,0.3917407230000003,0.3917407217142861,0.08265502885714326,0.09587036100000024,0.29587036200000005,0.2,0.29587036200000005,0.427575217,0.088190065,0.08527121,0.08527121,0.088190065,1.0,2.266628413,-3.917407236,-2.683379095,14.331144779,1.0,1.0,1.0
varying,varying_20260913_131301,8.0,16.0,0.6,1.4,0.0,7.999994376000001,5.623999999038176e-06,7.999994376000001,12.300078812,57.0,0.6,0.6,0.6,0.603699387,0.14,0.44,0.095454545,0.0208,0.5999999971428571,0.6818181785714286,0.003699387000000054,0.0036993898571429096,-0.07811879157142854,0.0,0.003699387000000054,0.2,0.003699387000000054,0.003699387,0.015180291,0.01589972,0.01589972,0.015180291,1.0,0.0,0.958520536,0.958520536,13.060626938,1.0,1.0,1.0
varying,varying_20260913_131301,8.0,16.0,0.6,1.4,0.25,8.249991966,8.034000000378683e-06,8.249991966,12.550076402,58.0,0.624999197,0.624999197,0.624999197,0.573844419,0.14,0.44,0.09943169,0.022424716,0.6249991942857143,0.7102263571428571,-0.0511547779999999,-0.051154775285714216,-0.13638193814285704,0.0,-0.0511547779999999,0.2,-0.0511547779999999,-0.038355643,0.011714456,0.011312487,0.011312487,0.011714456,1.0,0.0,0.414591423,0.414591423,3.34478977,1.0,1.0,1.0
varying,varying_20260913_131301,8.0,16.0,0.6,1.4,0.5,8.499995635000001,4.364999998784924e-06,8.499995635000001,12.800080071,60.0,0.649999563,0.649999563,0.649999563,0.601369614,0.14,0.44,0.103409021,0.024098119,0.6499995605714285,0.7386358642857143,-0.04862994899999995,-0.048629946571428495,-0.13726625028571426,0.0,-0.04862994899999995,0.2,-0.04862994899999995,-0.038829416,0.014542846,0.013467054,0.013467054,0.014542846,1.0,0.0,2.492425187,2.492425187,16.840082632,1.0,1.0,1.0
varying,varying_20260913_131301,8.0,16.0,0.6,1.4,1.0,8.999993619000001,6.380999998611969e-06,8.999993619000001,13.300078055,64.0,0.699999362,0.699999362,0.699999362,0.669241646,0.14,0.44,0.111363535,0.02758514,0.6999993628571428,0.7954538214285714,-0.03075771599999999,-0.03075771685714279,-0.12621217542857133,0.0,-0.03075771599999999,0.2,-0.03075771599999999,-0.026956976,0.015385813,0.01426094,0.01426094,0.015385813,1.0,0.0,0.834312092,0.834312092,13.079702136,1.0,1.0,1.0
varying,varying_20260913_131301,24.0,32.0,1.4,2.3,0.0,23.999990234000002,9.765999998023744e-06,23.999990234000002,28.30007467,171.0,1.4,1.4,1.368047532,1.631952468,0.14,0.44,0.217643926,0.08683879,1.3680475348571426,1.5545994714285711,0.26390493599999987,0.26390493314285735,0.0773529965714288,0.031952467999999845,0.23195246800000002,0.2,0.23195246800000002,0.252748975,0.052018491,0.052288667,0.052288667,0.052018491,1.0,1.368047532,-2.639049362,-2.495680185,14.197128759,1.0,1.0,1.0
varying,varying_20260913_131301,24.0,32.0,1.4,2.3,0.25,24.250002622,2.6220000002297184e-06,24.250002622,28.550087058,173.0,1.428125295,1.428125295,1.398885902,1.657364688,0.14,0.44,0.22255003,0.089903906,1.3988859028571428,1.5896430714285714,0.25847878599999996,0.25847878514285716,0.0677216165714285,0.029239393000000113,0.22923939299999985,0.2,0.22923939299999985,0.238846317,0.051011268,0.052130262,0.052130262,0.051011268,1.0,1.398885902,-2.584787861,-2.497212682,-1.209940811,1.0,1.0,1.0
varying,varying_20260913_131301,24.0,32.0,1.4,2.3,0.5,24.499993559,6.441000000023678e-06,24.499993559,28.800077995,174.0,1.456249275,1.456249275,1.442877685,1.669620866,0.14,0.44,0.229548723,0.09429053,1.4428776874285714,1.6396337357142856,0.22674318100000002,0.22674317857142867,0.029987130285714425,0.013371589999999989,0.21337159100000003,0.2,0.21337159100000003,0.239880928,0.051900477,0.052740703,0.052740703,0.051900477,1.0,1.442877685,-2.267431814,-2.930815135,-9.979001917,1.0,1.0,1.0
varying,varying_20260913_131301,24.0,32.0,1.4,2.3,1.0,24.999988931,1.1068999999253037e-05,24.999988931,29.300073367,178.0,1.512498755,1.512498755,1.484810188,1.740187322,0.14,0.44,0.236219803,0.098481071,1.484810190285714,1.687284307142857,0.25537713399999995,0.2553771317142859,0.052903014857142994,0.027688566999999997,0.22768856699999995,0.2,0.22768856699999995,0.260391292,0.055017323,0.055968829,0.055968829,0.055017323,1.0,1.484810188,-2.553771338,-2.831007076,-3.382774576,1.0,1.0,1.0
varying,varying_20260913_131301,40.0,48.0,2.3,2.8,0.0,39.999993006000004,6.9939999960411114e-06,39.999993006000004,44.300077442,285.0,2.3,2.3,2.178715333,2.621284667,0.14,0.44,0.346613803,0.163239633,2.178715333142857,2.4758128785714284,0.44256933399999987,0.44256933385714303,0.14547178842857145,0.12128466699999985,0.321284667,0.2,0.321284667,0.420483232,0.083908166,0.085021043,0.085021043,0.083908166,1.0,2.178715333,-4.0,-4.335466182,-16.326964827,1.0,1.0,1.0
varying,varying_20260913_131301,40.0,48.0,2.3,2.8,0.25,40.249986899,1.3101000000403928e-05,40.249986899,44.550071335,287.0,2.315624181,2.315624181,2.239998587,2.591249776,0.14,0.44,0.356363412,0.167996575,2.2399985897142853,2.5454529428571426,0.3512511890000001,0.35125118628571483,0.04579683314285754,0.07562559399999991,0.27562559500000017,0.2,0.27562559500000017,0.311990176,0.076513593,0.088324386,0.088324386,0.076513593,1.0,2.239998587,-3.51251189,-3.086635453,-37.239579597,1.0,1.0,1.0
varying,varying_20260913_131301,40.0,48.0,2.3,2.8,0.5,40.499994858,5.141999999125346e-06,40.499994858,44.800079294,289.0,2.331249679,2.331249679,2.201283403,2.661215954,0.14,0.44,0.350204178,0.165018858,2.201283404571428,2.5014584142857137,0.4599325510000001,0.4599325494285722,0.15975753971428652,0.12996627599999977,0.3299662750000003,0.2,0.3299662750000003,0.447484363,0.0864695,0.086331253,0.086331253,0.0864695,1.0,2.201283403,-4.0,-2.501786649,1.900808387,1.0,1.0,1.0
varying,varying_20260913_131301,40.0,48.0,2.3,2.8,1.0,40.99999056,9.439999999472093e-06,40.99999056,45.300074996,292.0,2.36249941,2.36249941,2.239316346,2.685682474,0.14,0.44,0.356254873,0.167944939,2.239316344571429,2.544677664285714,0.4463661280000002,0.44636612942857123,0.14100480971428597,0.12318306400000001,0.3231830640000002,0.2,0.3231830640000002,0.484426144,0.091573433,0.090183271,0.090183271,0.091573433,1.0,2.239316346,-4.0,-3.87653919,14.798707288,1.0,1.0,1.0
